mun;ano;group;sexo;n;p
210735;2012;Autóctone;Feminino;2;6,66666666666667e-01
210735;2012;NA;Masculino;3;7,50000000000000e-01
210735;2012;NA;Feminino;1;2,50000000000000e-01
210735;2013;Importado;Masculino;7;1,00000000000000e+00
210735;2013;NA;Masculino;5;8,33333333333333e-01
210735;2013;NA;Feminino;1;1,66666666666667e-01
210735;2014;Autóctone;Masculino;9;4,73684210526316e-01
210735;2014;Autóctone;Feminino;10;5,26315789473684e-01
210735;2014;Importado;Masculino;4;8,00000000000000e-01
210735;2014;Importado;Feminino;1;2,00000000000000e-01
210735;2014;NA;Masculino;4;5,71428571428571e-01
210735;2014;NA;Feminino;3;4,28571428571429e-01
210735;2015;Autóctone;Masculino;5;5,55555555555556e-01
210735;2015;Autóctone;Feminino;4;4,44444444444444e-01
210735;2015;Importado;Masculino;9;6,42857142857143e-01
210735;2015;Importado;Feminino;5;3,57142857142857e-01
210735;2016;Autóctone;Masculino;1;1,00000000000000e+00
210735;2016;NA;Masculino;3;7,50000000000000e-01
210735;2016;NA;Feminino;1;2,50000000000000e-01
210735;2017;Importado;Masculino;1;5,00000000000000e-01
210735;2017;Importado;Feminino;1;5,00000000000000e-01
210735;2018;Autóctone;Masculino;1;1,00000000000000e+00
210735;2018;Importado;Masculino;2;5,00000000000000e-01
210735;2018;Importado;Feminino;2;5,00000000000000e-01
210735;2018;NA;Masculino;8;1,00000000000000e+00
210735;2019;Importado;Masculino;2;6,66666666666667e-01
210735;2019;Importado;Feminino;1;3,33333333333333e-01
210735;2019;NA;Masculino;5;1,00000000000000e+00
210735;2020;Autóctone;Masculino;1;1,00000000000000e+00
210740;2007;Autóctone;Masculino;1;5,00000000000000e-01
210740;2007;Autóctone;Feminino;1;5,00000000000000e-01
210740;2007;Importado;Masculino;6;7,50000000000000e-01
210740;2007;Importado;Feminino;2;2,50000000000000e-01
210740;2007;NA;Masculino;4;6,66666666666667e-01
210740;2007;NA;Feminino;2;3,33333333333333e-01
210740;2008;Importado;Masculino;3;6,00000000000000e-01
210740;2008;Importado;Feminino;2;4,00000000000000e-01
210740;2008;NA;Masculino;1;5,00000000000000e-01
210740;2008;NA;Feminino;1;5,00000000000000e-01
210740;2009;Importado;Masculino;8;8,00000000000000e-01
210740;2009;Importado;Feminino;2;2,00000000000000e-01
210740;2009;NA;Masculino;4;5,71428571428571e-01
210740;2009;NA;Feminino;3;4,28571428571429e-01
210740;2010;Autóctone;Masculino;1;1,00000000000000e+00
210740;2010;Importado;Masculino;4;1,00000000000000e+00
210740;2010;NA;Masculino;10;9,09090909090909e-01
210740;2010;NA;Feminino;1;9,09090909090909e-02
210740;2011;Autóctone;Masculino;1;5,00000000000000e-01
210740;2011;Autóctone;Feminino;1;5,00000000000000e-01
210740;2011;Importado;Masculino;2;6,66666666666667e-01
210740;2011;Importado;Feminino;1;3,33333333333333e-01
210740;2011;NA;Masculino;2;1,00000000000000e+00
210740;2012;Autóctone;Masculino;4;8,00000000000000e-01
210740;2012;Autóctone;Feminino;1;2,00000000000000e-01
210740;2012;Importado;Masculino;1;1,00000000000000e+00
210740;2012;NA;Masculino;2;1,00000000000000e+00
210740;2013;Autóctone;Masculino;4;1,00000000000000e+00
210740;2013;Importado;Masculino;1;1,00000000000000e+00
210740;2013;NA;Masculino;2;1,00000000000000e+00
210740;2014;Autóctone;Masculino;1;1,00000000000000e+00
210740;2014;NA;Masculino;4;1,00000000000000e+00
210740;2015;Autóctone;Masculino;1;1,00000000000000e+00
210740;2015;Importado;Masculino;2;1,00000000000000e+00
210740;2015;NA;Masculino;1;1,00000000000000e+00
210740;2016;Importado;Masculino;2;1,00000000000000e+00
210740;2016;NA;Masculino;3;1,00000000000000e+00
210740;2017;Importado;Masculino;1;1,00000000000000e+00
210740;2017;NA;Masculino;7;8,75000000000000e-01
210740;2017;NA;Feminino;1;1,25000000000000e-01
210740;2018;Importado;Masculino;2;1,00000000000000e+00
210740;2018;NA;Masculino;4;1,00000000000000e+00
210740;2019;NA;Masculino;9;1,00000000000000e+00
210745;2007;Autóctone;Masculino;3;1,00000000000000e+00
210745;2007;NA;Masculino;1;1,00000000000000e+00
210745;2008;Autóctone;Masculino;1;1,00000000000000e+00
210745;2008;Importado;Masculino;1;1,00000000000000e+00
210745;2008;NA;Masculino;1;1,00000000000000e+00
210745;2009;Importado;Masculino;1;1,00000000000000e+00
210745;2010;Autóctone;Masculino;1;5,00000000000000e-01
210745;2010;Autóctone;Feminino;1;5,00000000000000e-01
210745;2010;NA;Masculino;2;1,00000000000000e+00
210745;2011;Autóctone;Masculino;2;1,00000000000000e+00
210745;2012;Autóctone;Feminino;1;1,00000000000000e+00
210745;2012;Importado;Masculino;1;1,00000000000000e+00
210745;2013;Autóctone;Masculino;2;1,00000000000000e+00
210745;2013;NA;Masculino;1;5,00000000000000e-01
210745;2013;NA;Feminino;1;5,00000000000000e-01
210745;2014;NA;Masculino;1;1,00000000000000e+00
210745;2015;Importado;Masculino;1;1,00000000000000e+00
210745;2015;NA;Masculino;1;1,00000000000000e+00
210745;2016;Importado;Masculino;1;1,00000000000000e+00
210745;2016;NA;Masculino;2;1,00000000000000e+00
210745;2017;Importado;Masculino;1;1,00000000000000e+00
210745;2017;NA;Masculino;5;1,00000000000000e+00
210745;2018;NA;Masculino;1;1,00000000000000e+00
210750;2007;Autóctone;Masculino;23;6,38888888888889e-01
210750;2007;Autóctone;Feminino;13;3,61111111111111e-01
210750;2007;Importado;Masculino;4;5,71428571428571e-01
210750;2007;Importado;Feminino;3;4,28571428571429e-01
210750;2007;NA;Masculino;1;1,00000000000000e+00
210750;2008;Autóctone;Masculino;1;1,00000000000000e+00
210750;2008;Importado;Masculino;4;8,00000000000000e-01
210750;2008;Importado;Feminino;1;2,00000000000000e-01
210750;2008;NA;Masculino;1;1,00000000000000e+00
210750;2009;NA;Masculino;1;1,00000000000000e+00
210750;2010;Autóctone;Masculino;1;1,00000000000000e+00
210750;2010;Importado;Masculino;1;1,00000000000000e+00
210750;2010;NA;Feminino;1;1,00000000000000e+00
210750;2011;Autóctone;Feminino;2;1,00000000000000e+00
210750;2011;Importado;Masculino;3;5,00000000000000e-01
210750;2011;Importado;Feminino;3;5,00000000000000e-01
210750;2011;NA;Masculino;1;1,00000000000000e+00
210750;2012;Importado;Masculino;2;1,00000000000000e+00
210750;2013;Autóctone;Masculino;1;1,00000000000000e+00
210750;2015;NA;Masculino;1;1,00000000000000e+00
210750;2016;Autóctone;Masculino;1;1,00000000000000e+00
210750;2016;Importado;Masculino;3;1,00000000000000e+00
210750;2016;NA;Masculino;1;1,00000000000000e+00
210750;2017;Autóctone;Feminino;1;1,00000000000000e+00
210750;2017;Importado;Masculino;1;1,00000000000000e+00
210750;2017;NA;Masculino;3;1,00000000000000e+00
210750;2018;Importado;Feminino;1;1,00000000000000e+00
210750;2019;NA;Masculino;1;1,00000000000000e+00
210760;2007;Importado;Masculino;15;9,37500000000000e-01
210760;2007;Importado;Feminino;1;6,25000000000000e-02
210760;2008;Autóctone;Masculino;1;1,00000000000000e+00
210760;2008;Importado;Masculino;2;1,00000000000000e+00
210760;2009;Autóctone;Masculino;1;1,00000000000000e+00
210760;2009;Importado;Masculino;2;1,00000000000000e+00
210760;2009;NA;Masculino;9;1,00000000000000e+00
210760;2010;Importado;Masculino;1;1,00000000000000e+00
210760;2010;NA;Masculino;4;1,00000000000000e+00
210760;2012;Autóctone;Feminino;1;1,00000000000000e+00
210760;2013;Autóctone;Masculino;3;1,00000000000000e+00
210760;2013;NA;Masculino;5;7,14285714285714e-01
210760;2013;NA;Feminino;2;2,85714285714286e-01
210760;2014;NA;Masculino;3;7,50000000000000e-01
210760;2014;NA;Feminino;1;2,50000000000000e-01
210760;2015;NA;Masculino;6;1,00000000000000e+00
210760;2016;NA;Masculino;7;1,00000000000000e+00
210760;2017;NA;Masculino;2;1,00000000000000e+00
210760;2018;NA;Masculino;1;1,00000000000000e+00
210760;2019;Importado;Masculino;1;1,00000000000000e+00
210770;2007;NA;Masculino;3;1,00000000000000e+00
210770;2008;NA;Masculino;1;1,00000000000000e+00
210770;2009;Autóctone;Masculino;2;1,00000000000000e+00
210770;2009;NA;Masculino;1;1,00000000000000e+00
210770;2012;Autóctone;Feminino;1;1,00000000000000e+00
210770;2013;Importado;Masculino;1;1,00000000000000e+00
210770;2013;NA;Masculino;1;1,00000000000000e+00
210770;2014;NA;Masculino;4;1,00000000000000e+00
210770;2015;NA;Masculino;5;1,00000000000000e+00
210770;2016;Autóctone;Masculino;1;1,00000000000000e+00
210770;2016;NA;Masculino;2;1,00000000000000e+00
210770;2018;NA;Masculino;2;1,00000000000000e+00
210780;2007;Importado;Masculino;1;5,00000000000000e-01
210780;2007;Importado;Feminino;1;5,00000000000000e-01
210780;2009;Autóctone;Masculino;6;8,57142857142857e-01
210780;2009;Autóctone;Feminino;1;1,42857142857143e-01
210780;2010;Autóctone;Masculino;35;6,48148148148148e-01
210780;2010;Autóctone;Feminino;19;3,51851851851852e-01
210780;2010;Importado;Masculino;3;1,00000000000000e+00
210780;2011;Autóctone;Masculino;2;1,00000000000000e+00
210780;2011;Importado;Masculino;4;1,00000000000000e+00
210780;2013;Autóctone;Masculino;1;1,00000000000000e+00
210780;2019;Importado;Masculino;1;1,00000000000000e+00
210790;2010;Importado;Masculino;1;1,00000000000000e+00
210800;2007;NA;Masculino;7;1,00000000000000e+00
210800;2008;Importado;Feminino;1;1,00000000000000e+00
210800;2008;NA;Masculino;10;1,00000000000000e+00
210800;2009;NA;Masculino;4;1,00000000000000e+00
210800;2010;Autóctone;Masculino;2;1,00000000000000e+00
210800;2010;NA;Masculino;4;1,00000000000000e+00
210800;2011;Autóctone;Masculino;2;1,00000000000000e+00
210800;2012;Autóctone;Masculino;2;1,00000000000000e+00
210805;2007;NA;Masculino;1;1,00000000000000e+00
210810;2007;Autóctone;Masculino;3;5,00000000000000e-01
210810;2007;Autóctone;Feminino;3;5,00000000000000e-01
210810;2007;Importado;Masculino;6;6,66666666666667e-01
210810;2007;Importado;Feminino;3;3,33333333333333e-01
210810;2007;NA;Masculino;20;9,09090909090909e-01
210810;2007;NA;Feminino;2;9,09090909090909e-02
210810;2008;Autóctone;Masculino;4;1,00000000000000e+00
210810;2008;NA;Masculino;19;8,63636363636364e-01
210810;2008;NA;Feminino;3;1,36363636363636e-01
210810;2009;Autóctone;Masculino;5;8,33333333333333e-01
210810;2009;Autóctone;Feminino;1;1,66666666666667e-01
210810;2009;NA;Masculino;31;8,15789473684211e-01
210810;2009;NA;Feminino;7;1,84210526315789e-01
210810;2010;Importado;Masculino;1;1,00000000000000e+00
210810;2010;NA;Masculino;46;8,67924528301887e-01
210810;2010;NA;Feminino;7;1,32075471698113e-01
210810;2011;Importado;Masculino;3;1,00000000000000e+00
210810;2011;NA;Masculino;28;7,36842105263158e-01
210810;2011;NA;Feminino;10;2,63157894736842e-01
210810;2012;Importado;Masculino;2;1,00000000000000e+00
210810;2012;NA;Masculino;51;9,44444444444444e-01
210810;2012;NA;Feminino;3;5,55555555555556e-02
210810;2013;Autóctone;Masculino;2;6,66666666666667e-01
210810;2013;Autóctone;Feminino;1;3,33333333333333e-01
210810;2013;Importado;Masculino;2;6,66666666666667e-01
210810;2013;Importado;Feminino;1;3,33333333333333e-01
210810;2013;NA;Masculino;32;8,88888888888889e-01
210810;2013;NA;Feminino;4;1,11111111111111e-01
210810;2014;Autóctone;Masculino;3;1,00000000000000e+00
210810;2014;Importado;Masculino;2;6,66666666666667e-01
210810;2014;Importado;Feminino;1;3,33333333333333e-01
210810;2014;NA;Masculino;21;9,54545454545455e-01
210810;2014;NA;Feminino;1;4,54545454545455e-02
210810;2015;Importado;Masculino;1;1,00000000000000e+00
210810;2015;NA;Masculino;26;1,00000000000000e+00
210810;2016;Importado;Masculino;7;8,75000000000000e-01
210810;2016;Importado;Feminino;1;1,25000000000000e-01
210810;2016;NA;Masculino;26;1,00000000000000e+00
210810;2017;Importado;Masculino;6;7,50000000000000e-01
210810;2017;Importado;Feminino;2;2,50000000000000e-01
210810;2017;NA;Masculino;122;9,83870967741935e-01
210810;2017;NA;Feminino;2;1,61290322580645e-02
210810;2018;Autóctone;Masculino;1;1,00000000000000e+00
210810;2018;Importado;Masculino;8;8,88888888888889e-01
210810;2018;Importado;Feminino;1;1,11111111111111e-01
210810;2018;NA;Masculino;58;8,78787878787879e-01
210810;2018;NA;Feminino;8;1,21212121212121e-01
210810;2019;Importado;Masculino;7;1,00000000000000e+00
210810;2019;NA;Masculino;7;8,75000000000000e-01
210810;2019;NA;Feminino;1;1,25000000000000e-01
210810;2020;Importado;Masculino;4;1,00000000000000e+00
210810;2020;NA;Masculino;3;1,00000000000000e+00
210820;2007;Autóctone;Feminino;1;1,00000000000000e+00
210820;2007;Importado;Masculino;6;8,57142857142857e-01
210820;2007;Importado;Feminino;1;1,42857142857143e-01
210820;2007;NA;Masculino;22;8,14814814814815e-01
210820;2007;NA;Feminino;5;1,85185185185185e-01
210820;2008;Importado;Masculino;1;5,00000000000000e-01
210820;2008;Importado;Feminino;1;5,00000000000000e-01
210820;2008;NA;Masculino;12;8,57142857142857e-01
210820;2008;NA;Feminino;2;1,42857142857143e-01
210820;2009;Importado;Masculino;3;1,00000000000000e+00
210820;2009;NA;Masculino;28;7,56756756756757e-01
210820;2009;NA;Feminino;9;2,43243243243243e-01
210820;2010;Autóctone;Masculino;1;5,00000000000000e-01
210820;2010;Autóctone;Feminino;1;5,00000000000000e-01
210820;2010;Importado;Masculino;12;8,57142857142857e-01
210820;2010;Importado;Feminino;2;1,42857142857143e-01
210820;2010;NA;Masculino;32;7,80487804878049e-01
210820;2010;NA;Feminino;9;2,19512195121951e-01
210820;2011;Importado;Masculino;3;1,00000000000000e+00
210820;2011;NA;Masculino;24;8,88888888888889e-01
210820;2011;NA;Feminino;3;1,11111111111111e-01
210820;2012;Autóctone;Masculino;1;1,00000000000000e+00
210820;2012;Importado;Masculino;8;6,66666666666667e-01
210820;2012;Importado;Feminino;4;3,33333333333333e-01
210820;2012;NA;Masculino;23;1,00000000000000e+00
210820;2013;Importado;Masculino;4;1,00000000000000e+00
210820;2013;NA;Masculino;30;9,67741935483871e-01
210820;2013;NA;Feminino;1;3,22580645161290e-02
210820;2014;Importado;Masculino;3;1,00000000000000e+00
210820;2014;NA;Masculino;15;7,50000000000000e-01
210820;2014;NA;Feminino;5;2,50000000000000e-01
210820;2015;Importado;Masculino;3;1,00000000000000e+00
210820;2015;NA;Masculino;14;1,00000000000000e+00
210820;2016;Importado;Masculino;6;7,50000000000000e-01
210820;2016;Importado;Feminino;2;2,50000000000000e-01
210820;2016;NA;Masculino;27;9,31034482758621e-01
210820;2016;NA;Feminino;2;6,89655172413793e-02
210820;2017;Importado;Masculino;1;5,00000000000000e-01
210820;2017;Importado;Feminino;1;5,00000000000000e-01
210820;2017;NA;Masculino;30;8,57142857142857e-01
210820;2017;NA;Feminino;5;1,42857142857143e-01
210820;2018;Importado;Masculino;2;6,66666666666667e-01
210820;2018;Importado;Feminino;1;3,33333333333333e-01
210820;2018;NA;Masculino;25;7,81250000000000e-01
210820;2018;NA;Feminino;7;2,18750000000000e-01
210820;2019;Importado;Masculino;2;1,00000000000000e+00
210820;2019;NA;Masculino;14;9,33333333333333e-01
210820;2019;NA;Feminino;1;6,66666666666667e-02
210820;2020;Importado;Masculino;1;5,00000000000000e-01
210820;2020;Importado;Feminino;1;5,00000000000000e-01
210820;2020;NA;Masculino;1;1,00000000000000e+00
210825;2007;Autóctone;Masculino;52;6,11764705882353e-01
210825;2007;Autóctone;Feminino;33;3,88235294117647e-01
210825;2008;Autóctone;Masculino;20;6,45161290322581e-01
210825;2008;Autóctone;Feminino;11;3,54838709677419e-01
210825;2008;Importado;Feminino;2;1,00000000000000e+00
210825;2008;NA;Masculino;27;9,64285714285714e-01
210825;2008;NA;Feminino;1;3,57142857142857e-02
210825;2009;Autóctone;Masculino;35;5,73770491803279e-01
210825;2009;Autóctone;Feminino;26;4,26229508196721e-01
210825;2009;Importado;Masculino;1;1,00000000000000e+00
210825;2009;NA;Masculino;51;9,27272727272727e-01
210825;2009;NA;Feminino;4;7,27272727272727e-02
210825;2010;Autóctone;Masculino;5;8,33333333333333e-01
210825;2010;Autóctone;Feminino;1;1,66666666666667e-01
210825;2010;Importado;Masculino;1;1,00000000000000e+00
210825;2010;NA;Masculino;30;9,09090909090909e-01
210825;2010;NA;Feminino;3;9,09090909090909e-02
210825;2011;Autóctone;Masculino;8;1,00000000000000e+00
210825;2011;Importado;Masculino;1;1,00000000000000e+00
210825;2011;NA;Masculino;8;8,00000000000000e-01
210825;2011;NA;Feminino;2;2,00000000000000e-01
210825;2012;Autóctone;Masculino;2;1,00000000000000e+00
210825;2012;Importado;Masculino;1;1,00000000000000e+00
210825;2012;NA;Masculino;4;8,00000000000000e-01
210825;2012;NA;Feminino;1;2,00000000000000e-01
210825;2013;Autóctone;Masculino;7;7,77777777777778e-01
210825;2013;Autóctone;Feminino;2;2,22222222222222e-01
210825;2013;Importado;Masculino;3;1,00000000000000e+00
210825;2013;NA;Masculino;11;8,46153846153846e-01
210825;2013;NA;Feminino;2;1,53846153846154e-01
210825;2014;Autóctone;Masculino;6;7,50000000000000e-01
210825;2014;Autóctone;Feminino;2;2,50000000000000e-01
210825;2014;Importado;Masculino;1;1,00000000000000e+00
210825;2014;NA;Masculino;5;1,00000000000000e+00
210825;2015;Autóctone;Masculino;8;6,15384615384615e-01
210825;2015;Autóctone;Feminino;5;3,84615384615385e-01
210825;2015;NA;Masculino;3;1,00000000000000e+00
210825;2016;Autóctone;Masculino;1;1,00000000000000e+00
210825;2016;Importado;Masculino;2;1,00000000000000e+00
210825;2016;NA;Masculino;1;2,50000000000000e-01
210825;2016;NA;Feminino;3;7,50000000000000e-01
210825;2017;Importado;Masculino;2;1,00000000000000e+00
210825;2017;NA;Masculino;6;8,57142857142857e-01
210825;2017;NA;Feminino;1;1,42857142857143e-01
210825;2018;Importado;Masculino;2;5,00000000000000e-01
210825;2018;Importado;Feminino;2;5,00000000000000e-01
210825;2018;NA;Masculino;1;1,00000000000000e+00
210825;2019;Importado;Masculino;6;8,57142857142857e-01
210825;2019;Importado;Feminino;1;1,42857142857143e-01
210825;2019;NA;Masculino;1;5,00000000000000e-01
210825;2019;NA;Feminino;1;5,00000000000000e-01
210825;2020;Importado;Masculino;2;6,66666666666667e-01
210825;2020;Importado;Feminino;1;3,33333333333333e-01
210830;2007;Autóctone;Masculino;30;6,66666666666667e-01
210830;2007;Autóctone;Feminino;15;3,33333333333333e-01
210830;2007;Importado;Masculino;21;7,50000000000000e-01
210830;2007;Importado;Feminino;7;2,50000000000000e-01
210830;2007;NA;Masculino;3;1,00000000000000e+00
210830;2008;Autóctone;Masculino;4;5,71428571428571e-01
210830;2008;Autóctone;Feminino;3;4,28571428571429e-01
210830;2008;Importado;Masculino;1;1,00000000000000e+00
210830;2008;NA;Masculino;1;1,00000000000000e+00
210830;2009;NA;Masculino;3;1,00000000000000e+00
210830;2013;NA;Masculino;2;1,00000000000000e+00
210830;2017;Importado;Masculino;1;1,00000000000000e+00
210830;2020;Importado;Feminino;1;1,00000000000000e+00
210840;2008;Importado;Masculino;1;1,00000000000000e+00
210840;2010;Importado;Masculino;1;1,00000000000000e+00
210840;2011;Autóctone;Masculino;2;1,00000000000000e+00
210840;2013;Importado;Masculino;1;1,00000000000000e+00
210845;2007;Autóctone;Masculino;1;5,00000000000000e-01
210845;2007;Autóctone;Feminino;1;5,00000000000000e-01
210845;2007;Importado;Feminino;1;1,00000000000000e+00
210845;2007;NA;Masculino;10;7,69230769230769e-01
210845;2007;NA;Feminino;3;2,30769230769231e-01
210845;2008;NA;Masculino;6;1,00000000000000e+00
210845;2009;Autóctone;Masculino;9;5,29411764705882e-01
210845;2009;Autóctone;Feminino;8;4,70588235294118e-01
210845;2009;NA;Masculino;2;1,00000000000000e+00
210845;2010;Autóctone;Masculino;19;5,58823529411765e-01
210845;2010;Autóctone;Feminino;15;4,41176470588235e-01
210845;2010;Importado;Masculino;1;3,33333333333333e-01
210845;2010;Importado;Feminino;2;6,66666666666667e-01
210845;2010;NA;Masculino;3;1,00000000000000e+00
210845;2012;Autóctone;Masculino;1;5,00000000000000e-01
210845;2012;Autóctone;Feminino;1;5,00000000000000e-01
210845;2012;NA;Masculino;5;1,00000000000000e+00
210845;2013;NA;Masculino;1;1,00000000000000e+00
210845;2015;Autóctone;Masculino;1;1,00000000000000e+00
210845;2016;Autóctone;Masculino;2;6,66666666666667e-01
210845;2016;Autóctone;Feminino;1;3,33333333333333e-01
210845;2016;NA;Feminino;1;1,00000000000000e+00
210845;2018;Autóctone;Masculino;1;1,00000000000000e+00
210845;2018;Importado;Masculino;1;1,00000000000000e+00
210845;2018;NA;Masculino;1;1,00000000000000e+00
210850;2007;Autóctone;Masculino;94;5,37142857142857e-01
210850;2007;Autóctone;Feminino;81;4,62857142857143e-01
210850;2007;Importado;Masculino;88;8,97959183673469e-01
210850;2007;Importado;Feminino;10;1,02040816326531e-01
210850;2007;NA;Masculino;13;8,12500000000000e-01
210850;2007;NA;Feminino;3;1,87500000000000e-01
210850;2008;Autóctone;Masculino;9;6,92307692307692e-01
210850;2008;Autóctone;Feminino;4;3,07692307692308e-01
210850;2008;Importado;Masculino;9;6,92307692307692e-01
210850;2008;Importado;Feminino;4;3,07692307692308e-01
210850;2008;NA;Masculino;4;8,00000000000000e-01
210850;2008;NA;Feminino;1;2,00000000000000e-01
210850;2009;Autóctone;Masculino;6;8,57142857142857e-01
210850;2009;Autóctone;Feminino;1;1,42857142857143e-01
210850;2009;Importado;Masculino;5;8,33333333333333e-01
210850;2009;Importado;Feminino;1;1,66666666666667e-01
210850;2009;NA;Masculino;10;9,09090909090909e-01
210850;2009;NA;Feminino;1;9,09090909090909e-02
210850;2010;Autóctone;Masculino;1;1,00000000000000e+00
210850;2010;Importado;Masculino;6;6,66666666666667e-01
210850;2010;Importado;Feminino;3;3,33333333333333e-01
210850;2010;NA;Masculino;10;1,00000000000000e+00
210850;2011;Importado;Masculino;4;1,00000000000000e+00
210850;2011;NA;Masculino;10;6,66666666666667e-01
210850;2011;NA;Feminino;5;3,33333333333333e-01
210850;2012;Autóctone;Masculino;2;1,00000000000000e+00
210850;2012;Importado;Masculino;7;7,77777777777778e-01
210850;2012;Importado;Feminino;2;2,22222222222222e-01
210850;2012;NA;Masculino;8;1,00000000000000e+00
210850;2013;Autóctone;Masculino;1;1,00000000000000e+00
210850;2013;Importado;Masculino;3;1,00000000000000e+00
210850;2013;NA;Masculino;8;1,00000000000000e+00
210850;2014;Importado;Masculino;4;1,00000000000000e+00
210850;2014;NA;Masculino;6;7,50000000000000e-01
210850;2014;NA;Feminino;2;2,50000000000000e-01
210850;2015;Importado;Masculino;1;5,00000000000000e-01
210850;2015;Importado;Feminino;1;5,00000000000000e-01
210850;2015;NA;Masculino;1;5,00000000000000e-01
210850;2015;NA;Feminino;1;5,00000000000000e-01
210850;2016;Importado;Masculino;2;1,00000000000000e+00
210850;2016;NA;Masculino;2;4,00000000000000e-01
210850;2016;NA;Feminino;3;6,00000000000000e-01
210850;2018;Autóctone;Masculino;3;7,50000000000000e-01
210850;2018;Autóctone;Feminino;1;2,50000000000000e-01
210850;2018;Importado;Masculino;3;7,50000000000000e-01
210850;2018;Importado;Feminino;1;2,50000000000000e-01
210850;2018;NA;Masculino;2;6,66666666666667e-01
210850;2018;NA;Feminino;1;3,33333333333333e-01
210850;2019;Autóctone;Feminino;1;1,00000000000000e+00
210850;2019;NA;Masculino;1;1,00000000000000e+00
210850;2020;Importado;Masculino;1;1,00000000000000e+00
210860;2007;Autóctone;Masculino;4;8,00000000000000e-01
210860;2007;Autóctone;Feminino;1;2,00000000000000e-01
210860;2007;Importado;Masculino;49;7,00000000000000e-01
210860;2007;Importado;Feminino;21;3,00000000000000e-01
210860;2007;NA;Masculino;93;8,45454545454545e-01
210860;2007;NA;Feminino;17;1,54545454545455e-01
210860;2008;Autóctone;Masculino;5;5,55555555555556e-01
210860;2008;Autóctone;Feminino;4;4,44444444444444e-01
210860;2008;Importado;Masculino;62;7,29411764705882e-01
210860;2008;Importado;Feminino;23;2,70588235294118e-01
210860;2008;NA;Masculino;163;8,44559585492228e-01
210860;2008;NA;Feminino;30;1,55440414507772e-01
210860;2009;Autóctone;Masculino;6;1,00000000000000e+00
210860;2009;Importado;Masculino;30;8,33333333333333e-01
210860;2009;Importado;Feminino;6;1,66666666666667e-01
210860;2009;NA;Masculino;187;8,90476190476190e-01
210860;2009;NA;Feminino;23;1,09523809523810e-01
210860;2010;Autóctone;Masculino;3;1,00000000000000e+00
210860;2010;Importado;Masculino;30;8,10810810810811e-01
210860;2010;Importado;Feminino;7;1,89189189189189e-01
210860;2010;NA;Masculino;138;8,62500000000000e-01
210860;2010;NA;Feminino;22;1,37500000000000e-01
210860;2011;Autóctone;Masculino;16;5,51724137931034e-01
210860;2011;Autóctone;Feminino;13;4,48275862068966e-01
210860;2011;Importado;Masculino;61;7,72151898734177e-01
210860;2011;Importado;Feminino;18;2,27848101265823e-01
210860;2011;NA;Masculino;66;9,16666666666667e-01
210860;2011;NA;Feminino;6;8,33333333333333e-02
210860;2012;Autóctone;Masculino;8;5,71428571428571e-01
210860;2012;Autóctone;Feminino;6;4,28571428571429e-01
210860;2012;Importado;Masculino;25;7,57575757575758e-01
210860;2012;Importado;Feminino;8;2,42424242424242e-01
210860;2012;NA;Masculino;93;8,94230769230769e-01
210860;2012;NA;Feminino;11;1,05769230769231e-01
210860;2013;Importado;Masculino;45;7,89473684210526e-01
210860;2013;Importado;Feminino;12;2,10526315789474e-01
210860;2013;NA;Masculino;103;8,65546218487395e-01
210860;2013;NA;Feminino;16;1,34453781512605e-01
210860;2014;Importado;Masculino;13;1,00000000000000e+00
210860;2014;NA;Masculino;22;1,00000000000000e+00
210860;2015;Importado;Masculino;4;8,00000000000000e-01
210860;2015;Importado;Feminino;1;2,00000000000000e-01
210860;2015;NA;Masculino;3;7,50000000000000e-01
210860;2015;NA;Feminino;1;2,50000000000000e-01
210860;2016;Importado;Masculino;15;8,33333333333333e-01
210860;2016;Importado;Feminino;3;1,66666666666667e-01
210860;2016;NA;Masculino;10;7,69230769230769e-01
210860;2016;NA;Feminino;3;2,30769230769231e-01
210860;2017;Importado;Masculino;5;5,55555555555556e-01
210860;2017;Importado;Feminino;4;4,44444444444444e-01
210860;2017;NA;Masculino;6;6,66666666666667e-01
210860;2017;NA;Feminino;3;3,33333333333333e-01
210860;2018;Importado;Masculino;4;1,00000000000000e+00
210860;2018;NA;Masculino;3;3,33333333333333e-01
210860;2018;NA;Feminino;6;6,66666666666667e-01
210860;2019;Importado;Masculino;14;5,18518518518518e-01
210860;2019;Importado;Feminino;13;4,81481481481481e-01
210860;2019;NA;Masculino;3;6,00000000000000e-01
210860;2019;NA;Feminino;2;4,00000000000000e-01
210860;2020;Importado;Masculino;6;4,00000000000000e-01
210860;2020;Importado;Feminino;9;6,00000000000000e-01
210860;2020;NA;Masculino;3;7,50000000000000e-01
210860;2020;NA;Feminino;1;2,50000000000000e-01
210870;2007;Autóctone;Masculino;3;1,00000000000000e+00
210870;2007;Importado;Masculino;1;5,00000000000000e-01
210870;2007;Importado;Feminino;1;5,00000000000000e-01
210870;2007;NA;Masculino;15;8,33333333333333e-01
210870;2007;NA;Feminino;3;1,66666666666667e-01
210870;2008;Importado;Masculino;2;6,66666666666667e-01
210870;2008;Importado;Feminino;1;3,33333333333333e-01
210870;2008;NA;Masculino;18;8,18181818181818e-01
210870;2008;NA;Feminino;4;1,81818181818182e-01
210870;2009;Importado;Masculino;3;1,00000000000000e+00
